a,b,c,d,e,f,g,h,i
1,1,8.96,-140.32,-6.3,-6.4,83.5,27.32,27.57
1,2,8.95,-140.32,-5.7,-3.6,86.4,26.70,27.62
1,3,8.96,-140.32,-6.2,-5.8,83.0,27.36,27.68
1,4,8.96,-140.34,-6.4,-5.3,82.2,27.32,27.70
1,5,8.96,-140.33,-4.9,-6.2,87.3,27.09,27.85
1,6,8.96,-140.33,-6.3,-4.9,91.5,26.82,27.98
1,7,8.97,-140.32,-6.7,-3.7,94.1,26.62,28.04
1,8,8.96,-140.33,-6.3,-4.8,92.0,26.89,27.98
1,9,8.97,-140.33,-6.3,-4.9,86.9,27.44,28.13
1,10,8.97,-140.32,-4.2,-2.5,87.3,26.62,28.14
1,11,8.96,-140.32,-6.8,-2.4,86.0,27.60,28.09
1,12,8.96,-140.33,-7.1,-3.2,82.2,27.87,28.15
1,13,8.96,-140.33,-6.7,-4.7,81.3,27.75,28.19
2,1,4.93,-139.87,-2.9,-1.2,87.6,26.84,28.35
2,2,4.92,-139.86,0.4,-1.6,82.3,27.30,28.48
2,3,4.92,-139.87,-4.0,-4.6,83.0,28.00,28.61
2,4,4.92,-139.88,-6.3,-3.2,87.6,27.61,28.55
2,5,4.93,-139.87,-4.1,3.3,84.6,27.69,28.35
2,6,4.93,-139.87,-5.4,1.9,81.9,27.96,28.48
2,7,4.93,-139.86,-4.7,0.9,80.3,28.08,28.54
2,8,4.92,-139.87,-2.5,-0.9,84.2,27.61,28.72
2,9,4.93,-139.87,-5.1,2.0,84.6,27.42,28.66
2,10,4.93,-139.86,-1.3,0.7,80.0,27.65,28.73
2,11,4.93,-139.85,-5.4,-1.2,83.4,27.89,28.84
2,12,4.93,-139.86,-6.2,-4.0,82.7,27.77,28.63
2,13,4.93,-139.87,-4.8,2.6,82.3,27.42,28.48
3,1,2.00,-139.95,-0.3,3.2,86.8,27.10,27.85
3,2,2.00,-139.96,-1.6,1.1,83.6,27.42,28.06
3,3,1.99,-139.97,-3.9,-2.5,87.5,27.30,28.01
3,4,1.98,-139.96,-4.7,1.4,88.3,26.98,27.95
3,5,1.99,-139.97,-5.3,2.5,82.5,27.14,27.99
3,6,2.00,-139.97,-6.8,0.5,82.8,27.46,27.89
3,7,2.00,-139.97,-5.6,0.5,84.0,27.02,27.49
3,8,2.00,-139.96,-3.4,2.0,87.2,26.55,27.27
3,9,2.00,-139.97,-4.5,2.3,82.1,25.59,26.97
3,10,2.00,-139.96,-4.1,0.4,79.3,25.47,27.07
3,11,1.99,-139.97,-5.8,0.7,83.2,26.27,27.37
3,12,2.00,-139.97,-7.2,2.8,83.2,26.23,27.26
3,13,2.00,-139.98,-5.8,0.5,78.1,25.79,27.10
3,14,2.00,-139.99,-5.4,-0.4,77.8,25.91,26.85
4,1,-0.01,-139.94,0.7,0.3,93.1,26.54,26.42
4,2,-0.02,-139.93,-1.5,-0.4,92.3,26.51,26.49
4,3,-0.01,-139.94,-3.4,-1.4,92.3,26.53,26.42
4,4,-0.02,-139.94,-4.3,1.3,92.3,26.18,26.02
4,5,-0.02,-139.94,-3.7,0.4,92.3,25.79,25.77
4,6,-0.01,-139.94,-5.1,-2.5,92.3,26.03,25.70
4,7,-0.02,-139.94,-5.4,-2.1,88.1,25.50,25.15
4,8,-0.02,-139.94,-3.6,-0.6,90.4,25.04,24.82
4,9,-0.02,-139.94,-3.3,0.3,88.8,24.63,24.51
4,10,-0.02,-139.93,-3.0,-2.7,87.3,24.51,24.36
4,11,-0.02,-139.93,-4.7,-1.0,90.4,24.19,24.15
4,12,-0.02,-139.93,-5.2,0.2,87.3,24.02,24.10
4,13,-0.01,-139.94,-4.7,-1.0,88.4,24.21,24.15
5,1,-2.02,-139.96,1.7,1.2,87.3,27.36,28.71
5,2,-2.00,-139.96,-1.1,-1.9,86.9,27.28,28.43
5,3,-2.01,-139.97,-3.7,-2.7,84.8,27.43,28.47
5,4,-2.01,-139.97,-4.4,-3.0,81.9,27.75,28.83
5,5,-2.02,-139.97,-3.9,-1.4,83.6,27.91,28.92
5,6,-2.02,-139.96,-5.8,-3.4,88.9,27.75,28.71
5,7,-2.03,-139.97,-4.5,-5.2,87.7,27.08,28.27
5,8,-2.02,-139.97,-3.6,-4.5,83.1,26.60,27.70
5,9,-2.02,-139.96,-2.6,-2.3,84.4,26.41,27.27
5,10,-2.02,-139.96,-1.2,-5.1,88.5,25.93,27.00
5,11,-2.01,-139.96,-4.0,-4.3,84.4,25.54,26.77
5,12,-2.01,-139.96,-4.0,-3.1,84.8,25.69,26.87
5,13,-2.02,-139.96,-2.8,-4.5,89.3,25.61,26.86
6,1,-5.01,-139.92,-0.6,3.5,83.8,28.02,28.94
6,2,-5.01,-139.91,0.2,-2.5,85.4,27.13,28.85
6,3,-5.01,-139.92,-3.9,-3.4,79.8,28.38,29.03
6,4,-5.01,-139.92,-4.2,-2.5,79.4,28.18,28.98
6,5,-5.01,-139.92,-3.0,0.3,82.6,27.87,29.04
6,6,-5.01,-139.92,-7.9,1.1,78.6,28.45,29.08
6,7,-5.01,-139.92,-5.5,0.5,76.1,28.53,29.15
6,8,-5.01,-139.92,-3.1,-1.7,85.8,27.16,29.05
6,9,-5.01,-139.91,-3.5,-0.8,84.2,27.48,28.99
6,10,-5.01,-139.92,-3.3,-0.7,81.8,27.91,29.05
6,11,-5.00,-139.91,-2.8,-4.9,79.8,28.02,29.00
6,12,-5.01,-139.92,-4.0,-1.5,82.2,27.59,28.95
6,13,-5.01,-139.92,-7.8,1.0,76.1,28.34,28.88
7,1,5.15,-124.87,-4.8,2.5,90.9,27.85,28.71
7,2,5.14,-124.86,-2.2,4.0,86.6,28.33,28.64
7,3,5.14,-124.87,-1.6,0.5,88.5,27.37,28.66
7,4,5.15,-124.87,-3.0,1.8,89.3,27.53,28.68
7,5,5.14,-124.87,-4.6,3.3,83.1,27.81,28.61
7,6,5.14,-124.87,-4.9,1.6,84.6,28.01,28.62
7,7,5.14,-124.87,-4.6,2.4,88.5,27.45,28.77
7,8,5.15,-124.87,-2.2,5.1,86.2,27.25,28.81
7,9,5.14,-124.87,-1.8,3.8,83.1,27.53,28.79
7,10,5.14,-124.87,-3.8,3.4,81.1,27.29,28.75
7,11,5.14,-124.87,-4.2,2.4,80.3,27.53,28.70
7,12,5.14,-124.87,-3.4,2.1,80.3,27.37,28.83
7,13,5.14,-124.87,-3.4,3.1,81.1,27.29,28.93
8,1,1.95,-125.07,-7.1,1.1,79.5,27.14,27.90
8,2,1.96,-125.07,-3.4,1.6,79.1,26.94,27.12
8,3,1.94,-125.07,-3.5,0.8,84.9,26.62,27.03
8,4,1.95,-125.07,-5.8,1.5,84.9,25.89,26.18
8,5,1.96,-125.07,-4.9,2.2,84.1,25.29,25.82
8,6,1.95,-125.07,-5.9,0.7,81.6,25.21,25.56
8,7,1.94,-125.07,-6.0,1.4,81.2,24.85,25.55
8,8,1.95,-125.07,-4.7,2.0,82.4,24.45,25.34
8,9,1.95,-125.07,-4.7,2.0,82.8,24.41,25.05
